city_name,ballot_code,party_avoda,party_shahar_kalkali_hadash,party_bayit_yehudi,party_agudat_israel,party_daled,party_vavmem,party_shahar_koach_hevrati,party_kama,party_koach_lehashpia,party_tzomet,party_tet,party_israel_hofshit_demokratit,party_hakalkalit_hahadasha,party_ichud_bnei_habrit,party_tzav_hashaa,party_hagush_hatana'chi,party_kahol_lavan,party_ani_veata,party_israel_beitenu,party_likud,party_meretz,party_kavod_haadam,party_nativ,party_shma,party_haatzmaim_hachadashim,party_yesh_kivun,party_anachnu,party_raam,party_yesh_atid,party_pesofit,party_tze'irim_bo'arim,party_manhigut_hevratit,party_kol_hasviva_vehachai,party_halev_hayehudi,party_seder_chadash,party_kol,party_beometz_bishvilech,party_kavod_umasoret,party_shas,party_daat_tov_vera
דימונה,3,2,0,2,5,0,0,0,0,0,0,33,0,2,0,0,0,9,0,19,128,3,0,0,0,0,0,0,1,10,0,2,0,0,0,0,0,1,0,32,0
דימונה,5,4,1,0,3,0,0,0,0,0,0,38,0,1,0,0,0,13,0,5,163,2,0,1,0,0,0,0,0,19,0,2,0,0,0,0,0,0,0,75,0
דימונה,6.1,6,2,3,10,0,0,0,0,0,0,79,0,0,0,0,0,17,0,7,260,0,0,0,0,0,0,0,2,21,0,0,0,0,0,0,0,0,1,66,0
דימונה,6.2,6,0,0,9,0,0,0,0,0,0,71,0,6,0,0,0,32,0,4,252,1,0,0,0,0,0,0,1,23,0,1,0,0,0,0,0,0,0,54,0
דימונה,6.3,4,1,4,7,0,0,0,0,0,0,89,0,2,0,0,0,28,0,19,220,2,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,2,0,43,0
דימונה,6.4,4,0,4,6,0,0,0,0,0,0,99,0,2,0,0,0,27,0,8,249,0,0,0,0,0,0,0,0,28,0,2,0,0,0,0,0,0,0,41,0
דימונה,6.5,4,0,4,7,1,0,0,0,0,0,70,1,5,0,0,0,17,0,12,246,0,0,0,0,0,0,0,1,21,0,1,0,0,0,0,0,0,0,56,0
דימונה,6.6,6,1,3,7,0,0,0,0,0,0,110,0,2,0,0,0,18,0,24,224,0,0,0,0,0,0,0,0,27,0,0,0,0,0,1,0,1,0,41,0
דימונה,8.1,2,0,3,10,0,1,0,0,0,0,25,0,2,0,0,0,9,0,15,155,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,42,0
דימונה,8.2,5,0,1,4,0,1,0,0,0,0,30,0,1,0,0,0,8,0,19,139,1,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,36,0
דימונה,8.3,1,3,4,4,0,0,0,0,0,0,33,0,1,0,0,0,8,0,16,122,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,28,0
דימונה,10,2,0,1,14,0,0,0,0,0,0,31,0,0,0,0,0,16,0,33,150,1,0,0,0,1,0,0,1,20,0,4,0,0,0,0,0,0,0,50,1
דימונה,11,6,0,0,13,0,0,0,0,0,1,24,0,0,0,0,0,4,0,23,106,6,0,2,1,0,0,0,5,18,0,0,0,0,0,1,0,0,0,40,0
דימונה,13.1,1,0,1,4,0,0,0,0,0,0,30,0,1,0,0,0,6,0,6,131,0,0,0,0,0,0,0,17,5,0,1,0,0,0,0,0,0,1,63,0
דימונה,13.2,1,1,1,15,0,0,0,0,0,0,34,0,2,0,0,0,19,0,11,108,2,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,48,0
דימונה,13.3,1,0,0,4,0,0,0,0,0,0,32,0,0,0,0,0,12,0,26,141,2,0,0,0,0,0,0,0,14,1,1,0,1,0,0,0,0,0,49,0
דימונה,15,2,0,0,19,0,0,0,0,0,0,26,0,0,0,0,0,4,0,22,113,1,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,1,22,0
דימונה,16,4,0,3,5,0,0,0,0,0,0,56,0,1,0,0,0,22,0,8,199,1,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,5,0,26,0
דימונה,17,0,0,0,14,0,0,0,0,0,0,21,0,0,0,0,0,7,0,23,119,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,58,0
דימונה,19,2,0,4,8,0,0,0,0,0,0,35,0,0,0,0,0,10,0,15,183,3,0,0,0,0,0,0,0,20,0,2,0,0,0,0,0,0,0,33,0
דימונה,20,3,0,0,9,0,0,0,0,0,0,17,0,0,0,0,0,4,0,5,127,4,0,1,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,48,0
דימונה,21,2,0,1,8,0,0,0,0,0,1,20,0,0,0,0,0,16,0,15,107,1,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,2,0,34,0
דימונה,22,2,1,1,8,0,0,0,0,0,0,20,0,2,0,0,0,7,1,36,126,2,0,0,0,0,0,0,0,13,2,1,0,1,0,0,0,0,0,39,0
דימונה,23,0,0,1,5,0,0,0,0,0,0,22,0,1,0,0,0,7,0,24,108,3,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,2,30,1
דימונה,24,2,2,1,3,0,0,0,0,0,0,33,0,2,0,0,0,5,0,20,113,1,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,21,0
דימונה,27,6,0,0,28,0,0,0,0,0,0,63,0,0,0,0,0,13,0,3,210,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,50,0
דימונה,28,5,0,2,12,0,0,0,0,0,0,43,0,1,0,0,0,12,0,16,142,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,30,0
דימונה,30,3,0,1,26,0,0,0,0,0,0,54,0,0,0,0,0,10,1,39,190,3,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,1,0,43,0
דימונה,31,2,0,1,17,0,0,0,0,0,0,63,0,3,0,0,0,11,0,53,172,3,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,1,0,20,1
דימונה,32,1,0,1,15,0,0,1,0,0,0,38,0,2,0,0,0,7,0,25,141,1,0,0,1,0,0,0,1,25,0,2,0,0,0,0,1,1,0,24,0
דימונה,33,4,0,0,20,0,0,0,0,0,0,41,0,2,0,0,0,16,0,18,165,1,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,1,0,52,0
דימונה,34,1,0,0,6,0,0,0,0,0,0,33,0,1,0,0,0,7,0,13,102,2,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,2,0,27,0
דימונה,36,3,1,2,4,0,0,0,0,0,0,77,0,2,0,0,0,21,0,30,222,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,2,0,30,0
דימונה,37,1,0,2,3,1,0,0,0,0,0,102,0,2,0,0,0,9,0,36,229,1,0,0,0,0,0,0,3,35,0,0,0,0,0,0,0,0,0,40,0
דימונה,40.1,0,0,1,4,0,0,0,0,0,0,40,0,0,0,0,0,14,0,0,151,0,0,0,0,0,0,0,0,20,0,2,0,0,0,0,0,0,0,41,0
דימונה,40.2,0,0,1,5,0,0,0,0,0,0,58,0,3,0,0,0,9,0,1,166,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,21,0
דימונה,41,4,3,2,10,0,0,0,0,0,0,88,0,1,0,0,0,37,0,14,228,2,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,60,0
דימונה,42,4,1,5,2,0,0,0,0,0,0,93,0,1,0,0,0,41,0,8,258,3,0,1,0,0,0,0,0,29,0,1,0,0,0,0,0,0,0,37,0
דימונה,43.1,4,0,1,7,0,0,0,0,0,0,49,0,0,0,0,0,12,0,2,147,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,17,0
דימונה,43.2,1,3,0,3,0,0,0,0,0,0,40,0,1,0,0,0,7,0,1,149,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,26,0
דימונה,44.1,7,1,4,3,0,0,0,0,0,0,58,0,0,0,0,0,17,0,1,217,2,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,33,0
דימונה,44.2,3,0,3,4,0,0,0,0,0,0,70,0,1,0,0,0,11,0,3,212,1,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,33,0
דימונה,44.3,3,1,1,6,0,0,0,0,0,0,62,0,0,0,0,0,13,0,7,211,3,0,0,0,0,0,0,0,22,0,3,0,0,0,0,0,1,0,27,0
דימונה,45,4,0,1,13,0,0,0,0,0,0,33,0,5,0,0,0,14,0,67,156,2,0,0,1,0,0,0,1,42,0,3,0,0,0,0,0,2,0,25,0
דימונה,47,3,3,4,1,0,0,0,0,0,0,104,0,2,0,0,0,14,0,9,245,0,0,0,0,0,0,0,0,25,0,1,0,0,0,0,0,0,0,27,0
דימונה,48,6,0,0,2,0,0,0,0,0,0,71,0,1,0,0,0,33,0,15,255,0,0,0,0,0,0,0,0,22,0,3,0,0,0,0,0,0,0,59,1
דימונה,49,5,1,1,6,0,0,0,0,0,0,50,0,1,0,0,0,23,0,3,194,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,34,0
דימונה,66.1,5,0,2,19,0,0,0,0,0,0,53,0,0,0,0,0,5,0,6,190,2,0,1,0,0,0,0,3,10,0,2,0,0,0,0,0,0,0,50,0
דימונה,66.2,6,0,1,13,0,2,0,0,0,0,66,0,0,0,0,0,11,0,19,147,1,0,0,0,0,0,0,0,32,0,3,0,0,0,0,0,0,0,51,0
דימונה,66.3,6,1,7,15,0,0,0,0,0,0,75,0,2,0,0,0,6,0,21,151,0,1,0,0,0,0,0,1,14,0,1,0,0,0,0,0,0,0,51,0
דימונה,66.4,1,0,0,18,0,0,0,0,0,0,57,0,0,0,0,0,12,0,16,139,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,1,0,0,28,0
דימונה,90,1,1,0,22,0,0,0,0,0,0,20,0,0,0,0,0,31,0,4,76,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,21,1
דימונה,91,10,0,2,0,0,0,0,0,0,0,17,0,2,0,0,0,41,0,2,24,5,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,2,0
דישון,1,7,1,7,0,0,0,0,0,0,0,25,0,0,0,0,0,26,0,3,99,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,28,0
דליה,1,88,0,0,0,0,2,0,0,0,0,4,0,2,0,0,0,40,0,1,12,151,0,0,0,0,0,0,2,194,1,0,0,0,0,0,0,1,0,2,0
דלתון,1,0,1,3,6,0,0,0,0,0,0,94,0,0,0,0,0,7,0,1,292,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,118,0
דמיידה,1,1,0,0,0,9,41,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,117,0,0,0,1,0,0,0,0,0,0,1,0
דן,1,50,0,2,0,0,3,0,0,0,0,6,0,0,0,0,0,51,0,9,10,94,0,0,0,0,0,0,0,167,0,1,0,0,0,0,0,1,0,0,0
דפנה,1,90,1,4,0,0,3,0,0,0,0,12,0,1,0,0,0,70,0,6,42,46,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,5,0,4,0
דקל,1,13,0,5,0,1,0,0,0,0,0,14,0,1,0,0,0,33,0,7,43,2,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,3,0,0,0
דריגאת,1,0,0,0,5,18,55,0,0,0,0,0,0,0,0,0,0,2,0,0,50,0,0,0,0,0,0,1,287,9,0,0,1,0,0,0,0,0,0,0,0
האון,1,27,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,1,11,3,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,2,0
הבונים,1,30,1,0,0,1,1,0,0,0,0,2,0,2,0,0,0,25,0,3,9,22,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,1,0,1,0
הגושרים,1.1,45,1,5,0,0,2,0,0,0,0,10,0,1,0,0,0,52,0,0,40,16,0,0,0,0,0,0,0,99,0,1,0,0,0,0,0,1,0,2,0
הגושרים,1.2,49,1,4,0,0,1,0,0,0,0,8,0,1,0,0,0,40,0,2,36,16,0,0,0,0,0,0,0,110,0,0,0,0,0,0,1,1,0,3,0
הדר עם,1,31,0,0,0,0,1,0,0,0,0,12,0,2,0,0,0,60,0,12,34,48,0,0,0,0,0,0,1,216,0,0,0,0,0,0,0,2,0,1,0
הוד השרון,2.1,24,6,3,0,0,0,0,0,0,0,28,2,1,0,0,0,79,0,13,93,21,0,0,0,0,0,0,1,182,0,2,0,0,0,0,1,3,0,12,1
הוד השרון,2.2,40,1,6,1,1,1,0,0,0,0,32,0,4,0,0,0,70,0,18,87,35,0,0,0,0,0,0,0,174,0,1,0,0,0,0,0,2,0,4,0
הוד השרון,2.3,32,4,4,0,0,1,0,0,0,0,29,0,0,0,0,0,75,0,11,108,28,0,1,0,0,0,0,0,178,0,0,0,0,0,0,1,2,0,19,0
הוד השרון,2.4,36,2,8,3,0,0,0,0,0,0,21,0,1,0,0,0,81,0,9,121,39,0,0,0,0,0,0,0,171,1,0,0,0,0,0,0,4,0,12,0
הוד השרון,2.5,49,3,3,2,2,0,0,0,0,0,20,0,0,0,0,1,61,0,15,89,32,0,0,0,0,0,0,0,177,0,0,0,1,0,0,1,2,0,13,1
הוד השרון,7.1,27,2,1,2,0,0,0,0,0,0,35,0,0,0,0,0,43,0,6,138,27,1,0,0,0,0,0,0,105,1,0,0,0,0,0,0,4,0,24,0
הוד השרון,7.2,33,2,4,3,0,4,0,0,0,0,39,0,2,0,0,0,31,0,5,172,13,0,0,0,0,0,0,1,89,0,0,0,0,0,0,0,4,0,30,0
הוד השרון,7.3,31,1,5,2,1,0,0,0,0,0,33,0,3,0,0,0,45,0,4,117,30,0,0,0,0,0,0,0,99,3,0,0,0,0,0,0,3,0,18,0
הוד השרון,11,34,2,2,1,0,3,0,0,0,0,20,0,1,0,0,0,49,0,14,68,29,0,0,0,0,0,0,0,165,0,1,0,1,0,0,0,2,0,8,0
הוד השרון,13,43,2,3,0,0,2,0,0,0,0,23,0,1,0,0,0,91,0,13,64,34,0,0,0,0,0,0,0,220,0,3,0,0,0,0,0,1,0,7,0
הוד השרון,14.1,20,4,2,7,0,0,0,0,0,0,37,0,2,0,0,0,55,0,6,131,30,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,2,0,48,0
הוד השרון,14.2,19,1,2,0,1,0,0,0,0,0,31,0,2,0,1,0,71,0,10,128,27,0,0,0,0,0,0,2,114,1,2,0,0,0,0,0,2,0,37,1
הוד השרון,14.3,25,0,3,4,0,0,0,0,0,0,38,0,4,0,0,0,56,0,7,121,28,0,0,0,0,0,0,0,118,0,2,0,0,0,0,0,2,0,54,0
הוד השרון,14.4,26,1,2,2,0,1,0,0,0,0,34,0,2,0,0,0,57,0,9,109,23,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,2,0,22,1
הוד השרון,15,16,0,7,5,0,1,0,0,0,0,47,0,0,0,1,0,33,0,8,192,14,0,0,0,0,0,0,0,84,0,1,0,0,0,0,0,2,0,37,0
הוד השרון,19.1,29,1,4,0,0,0,0,0,0,0,19,0,4,0,0,0,67,0,17,75,24,0,0,0,0,0,0,0,177,1,2,0,1,0,0,0,4,0,8,0
הוד השרון,19.2,24,2,2,0,0,1,0,0,0,0,25,0,1,0,0,0,74,0,8,73,30,0,0,0,0,0,0,1,183,0,1,0,1,0,0,0,3,0,8,0
הוד השרון,19.3,38,3,0,4,0,1,0,0,0,0,24,0,3,0,0,0,68,0,8,61,31,0,0,0,0,0,0,2,163,0,0,0,1,0,0,0,3,0,6,0
הוד השרון,23,16,3,5,7,0,0,0,0,0,0,33,0,1,0,0,0,43,0,6,176,12,0,0,0,0,0,0,2,71,0,2,0,0,0,0,0,2,0,18,0
הוד השרון,25.1,14,0,4,0,0,1,0,0,0,0,6,0,0,0,0,0,39,0,11,61,20,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,4,0,9,0
הוד השרון,25.2,20,1,0,2,0,0,0,0,0,0,10,0,1,0,0,0,44,0,7,50,18,0,0,0,0,0,0,0,117,0,0,0,0,1,0,0,2,0,6,0
הוד השרון,32.1,33,1,1,4,0,3,0,0,0,0,18,1,2,0,0,0,65,0,17,103,18,0,0,0,0,0,0,0,169,0,3,0,0,0,0,0,2,0,9,0
הוד השרון,32.2,40,2,2,0,0,0,1,0,0,0,15,0,0,0,0,0,70,0,17,77,18,0,0,0,0,0,0,0,207,0,1,0,0,0,0,0,2,0,6,0
הוד השרון,32.3,38,4,6,0,0,0,0,0,0,0,29,2,2,0,0,0,64,0,15,90,27,0,0,0,0,0,0,1,162,0,3,0,2,0,1,1,5,0,6,0
הוד השרון,32.4,37,1,1,0,0,0,0,0,0,0,19,0,3,0,0,0,63,0,16,74,33,0,0,0,0,0,0,0,175,0,0,0,1,0,0,0,0,0,6,0
הוד השרון,32.5,35,1,0,0,1,1,0,0,0,0,20,1,2,0,0,0,60,0,21,68,32,0,0,0,0,0,0,0,180,0,1,0,0,0,0,0,3,0,10,0
הוד השרון,35.1,12,0,4,2,0,2,0,0,0,0,15,1,3,0,0,0,57,1,7,81,17,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,5,0,10,0
הוד השרון,35.2,17,1,1,1,0,0,0,0,0,0,20,0,0,0,0,0,45,0,6,116,17,0,0,0,1,0,0,0,126,0,1,0,0,0,0,0,4,0,8,1
הוד השרון,35.3,23,2,2,2,0,0,0,0,0,0,20,0,1,0,0,0,49,0,6,84,18,0,0,0,0,0,0,1,124,0,3,0,0,0,0,0,4,0,10,0
הוד השרון,36,47,2,4,1,0,3,0,0,0,0,14,0,0,0,0,0,97,0,17,78,32,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,1,0
הוד השרון,37,24,1,1,0,0,0,0,0,0,0,7,0,1,0,0,0,73,0,6,55,20,0,0,0,0,0,0,0,179,0,1,0,0,0,0,0,1,0,1,0
הוד השרון,39.1,27,1,0,0,0,0,0,0,0,1,9,0,0,0,0,0,65,0,14,70,18,0,0,0,0,0,0,0,202,0,0,0,1,0,0,0,2,0,0,0
הוד השרון,39.2,22,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,62,0,12,46,23,0,0,0,0,0,0,1,205,0,0,0,0,0,0,0,0,0,1,0
הוד השרון,39.3,15,1,3,0,0,0,0,0,0,0,12,0,2,0,0,0,68,0,12,52,28,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,2,0,0,0
הוד השרון,39.4,32,1,1,1,0,0,0,0,0,0,11,0,1,0,0,0,62,0,8,65,20,0,0,0,0,0,0,0,186,0,0,0,1,0,0,0,2,0,0,0
הוד השרון,39.5,20,1,2,1,0,0,0,0,0,0,10,0,0,0,0,0,80,0,10,32,24,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,2,0,2,0
הוד השרון,42,44,1,4,1,0,2,0,0,0,0,12,0,3,0,0,0,81,0,15,66,29,0,1,0,0,0,0,0,211,0,1,0,0,0,0,0,0,0,13,0
הוד השרון,43,26,2,2,3,0,0,0,0,0,0,22,0,5,0,0,0,66,0,19,69,24,0,0,0,0,0,0,0,172,0,1,0,0,0,0,0,5,0,7,0
הוד השרון,46,54,0,5,1,0,2,0,0,0,0,11,1,2,0,0,0,78,1,23,53,43,0,0,0,0,0,0,2,237,0,0,0,0,0,0,0,3,0,2,0
הוד השרון,47,53,1,1,0,0,0,0,0,0,0,9,0,1,0,0,0,93,0,14,57,19,0,0,0,0,0,0,0,261,1,0,0,0,0,0,0,5,1,1,0
הוד השרון,51,23,0,3,4,0,2,0,0,0,0,32,0,1,0,0,0,62,0,8,150,22,0,0,0,0,0,0,1,142,1,2,0,3,1,0,0,3,0,22,0
הוד השרון,52.1,24,4,2,1,0,3,0,0,0,0,50,0,1,0,0,0,59,0,9,130,6,0,0,1,0,0,0,0,112,0,2,0,0,0,0,0,3,0,17,0
הוד השרון,52.2,25,1,3,2,0,0,0,0,0,0,37,0,1,0,0,0,76,0,19,112,11,0,0,0,0,0,0,1,145,0,2,0,1,0,0,0,1,0,12,0
הוד השרון,53.1,37,2,5,0,0,1,0,0,0,0,18,0,0,0,0,0,77,0,11,87,30,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,3,0,6,0
הוד השרון,53.2,31,1,8,2,0,7,0,0,0,0,10,0,1,0,0,0,68,0,18,76,42,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,3,0,12,0
הוד השרון,53.3,40,4,2,2,0,2,0,0,0,0,16,0,2,0,0,0,80,0,13,86,37,0,0,0,0,0,0,0,174,0,1,0,0,0,0,0,4,0,6,1
הוד השרון,53.4,37,0,3,1,0,0,0,0,0,0,13,0,0,0,0,0,78,0,10,48,36,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,5,0,4,1
הוד השרון,58,37,1,5,1,0,0,0,0,0,0,36,0,1,0,0,0,62,0,10,129,13,0,0,0,0,0,0,0,177,0,1,0,0,0,0,0,6,0,6,0
הוד השרון,59,28,3,6,0,0,5,0,0,0,0,40,0,0,0,0,0,63,0,17,67,19,0,0,0,0,0,0,0,142,1,2,0,0,0,1,0,2,0,5,1
הוד השרון,61.1,26,3,1,2,0,3,0,0,0,0,37,0,0,0,0,0,64,0,14,111,22,0,0,0,0,0,0,1,199,1,0,0,0,0,0,0,1,0,24,0
הוד השרון,61.2,39,0,3,1,0,0,0,0,0,0,34,0,3,0,0,0,52,0,17,116,23,0,0,0,0,0,0,1,160,0,0,0,0,0,0,0,4,0,19,0
הוד השרון,61.3,28,3,1,1,0,0,0,0,0,0,26,0,2,0,0,0,55,0,10,123,25,0,0,0,0,0,0,0,175,0,1,0,0,0,0,0,9,0,45,0
הוד השרון,61.4,26,3,2,2,0,1,0,0,0,0,24,0,1,0,0,0,74,0,15,111,39,0,0,0,0,0,0,0,165,1,0,0,0,0,0,0,4,0,24,0
הוד השרון,62.1,36,4,1,2,0,0,0,0,0,0,18,0,2,0,0,0,77,0,12,89,16,0,0,0,0,0,0,0,208,0,1,0,0,0,0,0,3,0,4,0
הוד השרון,62.2,47,0,8,0,0,0,0,0,0,0,12,0,1,0,0,0,65,0,19,58,36,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,3,0,7,1
הוד השרון,62.3,37,2,3,3,0,1,0,0,0,0,22,0,7,0,0,0,57,0,9,85,37,0,0,0,0,0,0,0,218,1,0,0,0,0,0,0,3,0,15,1
הוד השרון,62.4,28,4,6,2,0,0,0,0,0,0,21,0,3,0,0,0,83,0,10,72,23,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,4,0,7,0
הוד השרון,62.5,38,5,2,1,0,0,0,0,0,0,21,0,1,0,0,0,59,0,24,76,30,0,0,0,0,0,0,0,205,0,1,0,0,0,0,0,5,0,8,0
הוד השרון,63.1,27,1,1,0,0,0,0,0,0,0,10,0,1,0,0,0,52,0,10,54,15,0,0,0,0,0,0,1,108,0,0,0,0,0,0,0,0,0,4,0
הוד השרון,63.2,21,2,2,1,0,0,0,0,0,0,16,0,4,0,0,0,53,0,10,42,20,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,1,0
הוד השרון,64.1,27,0,7,0,0,0,0,0,0,0,16,0,1,0,0,0,92,0,15,113,27,0,0,0,0,0,0,1,269,0,0,0,0,0,0,0,2,0,4,0
הוד השרון,64.2,38,1,4,0,0,0,0,0,0,0,12,0,0,0,0,0,86,0,29,70,30,0,0,0,0,0,0,1,292,0,1,0,0,0,0,0,1,0,7,0
הוד השרון,64.3,20,2,4,0,0,1,0,0,0,0,15,1,3,0,0,0,92,0,22,88,24,0,0,0,0,0,0,1,305,0,1,0,0,0,0,0,2,0,3,0
הוד השרון,64.4,39,2,2,0,0,1,0,0,0,0,18,0,0,0,0,0,93,0,16,76,14,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,3,0,1,0
הוד השרון,64.5,31,6,2,0,0,0,0,0,0,0,18,0,0,0,0,0,97,0,24,78,25,0,0,0,0,0,0,1,279,0,2,0,0,0,0,0,1,0,2,0
הוד השרון,66.1,38,2,2,1,0,0,0,0,0,0,25,0,0,0,0,0,66,0,14,79,36,0,0,0,0,0,0,1,195,0,0,0,0,0,0,0,1,0,10,0
הוד השרון,66.2,37,1,5,1,0,0,0,0,0,0,10,0,1,0,0,0,72,0,18,44,36,0,0,0,0,0,0,0,220,0,1,0,1,0,0,0,2,0,9,0
הוד השרון,66.3,33,2,3,3,0,1,0,0,0,0,17,0,1,0,0,0,78,0,12,63,24,0,0,0,0,0,0,2,202,0,0,0,0,0,0,0,3,0,10,0
הוד השרון,66.4,33,2,3,1,0,1,0,0,0,0,19,0,0,0,0,0,76,0,15,76,22,0,1,0,0,0,0,0,194,0,0,0,0,0,0,0,2,0,10,0
הוד השרון,66.5,32,3,0,1,0,0,0,0,0,0,12,0,1,0,0,0,72,0,11,89,31,0,0,0,0,1,0,0,167,0,0,0,0,0,0,0,2,0,8,0
הוד השרון,66.6,27,1,2,0,0,1,0,0,0,0,14,0,1,0,0,0,76,0,15,61,39,0,0,0,0,0,0,0,183,0,2,0,1,0,0,0,2,0,5,0
הוד השרון,66.7,32,2,4,0,0,1,0,0,0,0,21,0,3,0,0,0,78,0,18,47,33,0,0,0,0,0,0,1,226,0,1,0,0,0,0,0,3,0,8,0
הוד השרון,68.1,29,2,4,1,0,1,0,0,0,0,20,0,0,0,0,0,79,0,9,87,44,0,0,0,0,0,0,0,232,1,2,0,0,0,0,0,3,0,2,1
הוד השרון,68.2,31,1,2,1,0,2,0,0,0,0,26,0,0,0,0,0,71,0,16,93,28,0,0,0,0,0,0,0,232,1,0,0,0,0,0,0,5,0,22,0
הוד השרון,71,32,5,4,2,0,1,0,0,0,0,16,0,3,0,0,0,70,0,15,63,19,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,2,0,9,1
הוד השרון,74.1,26,1,6,0,0,0,0,0,0,0,22,1,2,0,0,0,69,0,18,93,19,0,0,0,0,0,0,0,211,0,2,0,0,0,0,0,0,0,1,0
הוד השרון,74.2,45,1,3,1,0,0,0,0,0,0,14,0,1,0,0,0,82,0,17,57,27,0,0,0,0,0,0,0,207,1,0,0,0,0,0,0,3,0,1,0
הוד השרון,74.3,30,0,2,1,0,1,0,0,0,0,25,0,0,0,0,0,69,0,17,80,20,0,0,0,0,0,0,0,195,1,0,0,0,0,0,0,1,0,7,0
הוד השרון,74.4,23,1,5,2,0,1,0,0,0,0,19,0,2,0,0,0,75,0,12,64,29,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,4,0,1,2
הוד השרון,74.5,33,6,0,0,0,0,0,0,0,0,19,0,3,0,0,0,85,0,14,61,23,0,0,0,0,0,0,1,227,0,1,0,0,0,0,0,2,0,1,0
הודיה,1,10,1,0,0,0,0,0,0,0,1,53,0,1,0,0,0,41,0,6,159,3,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,3,0,44,0
הוואשלה שבט,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,1,0,0,0
הוואשלה שבט,2,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,283,0,1,0,1,0,0,0,0,1,0,0,0
הוזייל שבט,2.1,0,0,0,0,22,23,0,0,0,0,1,0,1,0,0,0,1,0,1,3,2,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,1,0,1,0
הוזייל שבט,2.2,1,0,1,0,10,12,0,1,0,0,0,0,0,0,0,0,0,1,0,6,6,0,0,0,0,0,0,140,1,0,0,0,0,0,0,0,0,0,0,0
הושעיה,2.1,5,4,70,1,0,0,0,0,0,0,84,0,0,0,0,0,57,0,3,98,0,0,0,0,0,0,0,0,29,0,1,0,0,0,0,0,0,0,8,0
